Annual Total,April,August,December,District,February,January,July,June,March,May,November,October,September,State,Year,_id
1316.0,3.0,470.6,0.0,Dhanbad,0.0,0.9,180.9,313.0,13.4,29.9,0.0,18.6,285.7,Jharkhand,2011,5b0558d35cfe9b8414e38f36
1140.4,17.5,264.9,9.1,Dhanbad,1.9,13.4,326.4,80.1,1.2,13.5,54.9,21.3,336.2,Jharkhand,2012,5b0558d35cfe9b8414e38f37
1270.6,13.6,300.0,0.0,Dhanbad,24.0,0.0,172.0,167.0,0.4,112.0,0.0,284.2,197.4,Jharkhand,2013,5b0558d35cfe9b8414e38f38
983.2,2.0,249.9,0.0,Dhanbad,35.1,10.3,277.9,113.2,16.3,86.6,0.0,30.9,161.0,Jharkhand,2014,5b0558d35cfe9b8414e38f39
3092.8,134.4,590.7,7.5,Wynad,9.5,0.3,1147.2,501.1,1.3,113.8,29.1,172.9,385.0,Kerala,2007,5b0558d45cfe9b8414e39ab2
2142.4,89.4,413.8,0.7,Wynad,19.2,0.0,416.7,312.5,166.3,102.0,11.8,450.7,159.3,Kerala,2008,5b0558d45cfe9b8414e39ab3
2722.5,47.1,185.4,77.6,Wynad,0.0,0.0,1256.1,309.8,95.7,123.9,203.6,183.0,240.3,Kerala,2009,5b0558d45cfe9b8414e39ab4
2042.3,131.3,292.8,4.4,Wynad,14.1,37.0,494.8,378.2,13.1,124.4,218.0,170.7,163.5,Kerala,2010,5b0558d45cfe9b8414e39ab5
2630.4,208.4,461.3,7.3,Wynad,35.3,0.0,508.1,701.3,22.2,74.6,94.0,221.7,296.2,Kerala,2011,5b0558d45cfe9b8414e39ab6
1839.9,163.1,478.2,11.8,Wynad,7.8,0.8,306.2,278.4,16.2,42.6,132.8,110.0,292.0,Kerala,2012,5b0558d45cfe9b8414e39ab7
3170.3,61.5,413.6,16.7,Wynad,11.5,0.0,997.7,1024.9,85.6,91.4,27.7,186.3,253.4,Kerala,2013,5b0558d45cfe9b8414e39ab8
3259.6,142.0,642.0,57.7,Wynad,4.2,0.0,1060.8,539.4,10.1,202.0,32.8,251.2,317.4,Kerala,2014,5b0558d45cfe9b8414e39ab9
2096.8,7.6,169.4,2.2,Lakshadweep,1.5,7.2,280.9,251.3,1.9,874.0,107.5,193.3,200.0,Lakshadweep,2004,5b0558d45cfe9b8414e39aba
1579.0,37.1,102.4,27.3,Lakshadweep,11.0,17.6,381.9,248.8,0.0,92.7,218.1,164.2,277.9,Lakshadweep,2005,5b0558d45cfe9b8414e39abb
1695.4,0.3,150.7,10.8,Lakshadweep,0.0,23.1,172.6,286.5,44.0,411.3,158.7,119.2,318.2,Lakshadweep,2006,5b0558d45cfe9b8414e39abc
2037.9,16.9,267.2,126.4,Lakshadweep,4.7,9.8,298.3,555.6,0.0,147.3,52.1,213.6,346.0,Lakshadweep,2007,5b0558d45cfe9b8414e39abd
1726.4,15.7,206.5,130.1,Lakshadweep,19.9,5.5,364.0,254.5,120.4,180.4,67.5,253.0,108.9,Lakshadweep,2008,5b0558d45cfe9b8414e39abe
1572.5,18.2,185.0,132.6,Lakshadweep,1.4,4.7,266.4,401.6,0.1,162.0,166.4,89.2,144.9,Lakshadweep,2009,5b0558d45cfe9b8414e39abf
1725.4,35.7,333.4,81.5,Lakshadweep,0.0,18.8,338.4,320.2,1.2,79.1,201.4,152.8,162.9,Lakshadweep,2010,5b0558d45cfe9b8414e39ac0
1531.4,86.0,254.9,14.9,Lakshadweep,2.8,5.1,350.5,153.6,3.2,107.2,180.8,117.4,255.0,Lakshadweep,2011,5b0558d45cfe9b8414e39ac1
1300.5,29.6,290.7,5.4,Mandi,44.7,59.0,274.4,311.6,2.0,94.9,2.3,21.1,164.8,Himachal Pradesh,2008,5b0558d45cfe9b8414e39a11
"",,,,Rajouri,,,,,,,,,,Jammu and Kashmir,2006,5b0558d35cfe9b8414e38e43
965.2,45.9,240.9,0.2,Mandi,16.1,19.2,185.3,71.8,57.6,61.4,19.7,7.2,239.9,Himachal Pradesh,2009,5b0558d45cfe9b8414e39a12
"",,,,Rajouri,,,,,,,,,,Jammu and Kashmir,2007,5b0558d35cfe9b8414e38e44
1483.6,18.5,434.8,62.3,Mandi,83.2,11.4,378.5,187.6,14.0,47.4,8.5,21.5,215.9,Himachal Pradesh,2010,5b0558d45cfe9b8414e39a13
"",,,,Rajouri,,,,,,,,,,Jammu and Kashmir,2008,5b0558d35cfe9b8414e38e45
1464.9,71.1,470.5,14.7,Mandi,91.1,35.2,269.9,230.2,55.2,96.0,0.3,4.3,126.4,Himachal Pradesh,2011,5b0558d45cfe9b8414e39a14
"",,,,Rajouri,,,,,,,,,,Jammu and Kashmir,2009,5b0558d35cfe9b8414e38e46
1443.2,94.6,480.6,22.2,Mandi,39.3,114.5,426.9,36.7,27.3,6.3,5.0,2.9,186.9,Himachal Pradesh,2012,5b0558d45cfe9b8414e39a15
1573.6,29.0,321.4,23.2,Mandi,142.5,62.4,393.5,381.9,71.5,18.7,17.6,14.1,97.8,Himachal Pradesh,2013,5b0558d45cfe9b8414e39a16
"",22.7,292.4,33.4,Rajouri,,,397.2,51.7,19.3,63.2,7.2,38.0,80.4,Jammu and Kashmir,2010,5b0558d35cfe9b8414e38e47
1620.7,62.1,374.6,94.4,Mandi,113.2,64.1,396.9,124.7,105.9,102.9,2.3,27.5,152.1,Himachal Pradesh,2014,5b0558d45cfe9b8414e39a17
1025.7,105.6,133.3,21.1,Rajouri,148.8,28.3,143.2,108.6,65.3,70.6,3.2,7.0,190.7,Jammu and Kashmir,2011,5b0558d35cfe9b8414e38e48
779.2,47.4,252.0,6.3,Simla,32.2,99.2,75.4,86.0,0.0,56.1,1.5,91.5,31.6,Himachal Pradesh,2004,5b0558d45cfe9b8414e39a18
1044.9,33.6,69.9,0.0,Simla,144.5,76.5,375.7,99.4,89.7,22.4,0.7,0.5,132.0,Himachal Pradesh,2005,5b0558d45cfe9b8414e39a19
918.0,49.2,354.5,77.3,Rajouri,68.5,51.1,134.4,42.7,9.1,13.0,7.2,15.4,95.6,Jammu and Kashmir,2012,5b0558d35cfe9b8414e38e49
1200.6,45.9,280.5,35.5,Simla,12.9,75.3,299.0,157.9,98.9,95.4,16.9,20.0,62.4,Himachal Pradesh,2006,5b0558d45cfe9b8414e39a1a
993.2,31.9,215.8,1.2,Rajouri,131.6,83.6,188.2,134.2,54.8,16.4,64.8,15.4,55.3,Jammu and Kashmir,2013,5b0558d35cfe9b8414e38e4a
884.7,12.7,228.9,31.3,Simla,128.2,0.0,145.2,68.3,155.2,49.5,0.0,20.3,45.1,Himachal Pradesh,2007,5b0558d45cfe9b8414e39a1b
1273.6,49.4,153.7,0.0,Rajouri,82.4,25.8,120.4,72.5,184.5,56.9,10.8,29.7,487.5,Jammu and Kashmir,2014,5b0558d35cfe9b8414e38e4b
1237.6,39.5,284.2,12.7,Simla,44.5,92.9,148.1,248.0,2.1,102.9,6.1,12.9,243.7,Himachal Pradesh,2008,5b0558d45cfe9b8414e39a1c
"",,,,Ramban,,,,,,,,,,Jammu and Kashmir,2004,5b0558d35cfe9b8414e38e4c
726.7,36.2,110.2,2.6,Simla,19.0,14.8,127.3,39.5,39.0,42.0,18.0,7.8,270.3,Himachal Pradesh,2009,5b0558d45cfe9b8414e39a1d
"",,,,Ramban,,,,,,,,,,Jammu and Kashmir,2005,5b0558d35cfe9b8414e38e4d
1272.7,20.7,280.4,52.8,Simla,87.7,17.1,303.5,155.0,9.3,49.8,8.3,26.5,261.6,Himachal Pradesh,2010,5b0558d45cfe9b8414e39a1e
"",,,,Ramban,,,,,,,,,,Jammu and Kashmir,2006,5b0558d35cfe9b8414e38e4e
913.2,33.7,270.2,9.1,Simla,60.7,31.1,150.8,143.4,35.6,73.4,0.1,3.4,101.7,Himachal Pradesh,2011,5b0558d45cfe9b8414e39a1f
"",,,,Ramban,,,,,,,,,,Jammu and Kashmir,2007,5b0558d35cfe9b8414e38e4f
849.9,73.4,272.8,16.3,Simla,33.3,107.4,169.3,42.8,21.8,5.3,2.4,2.8,102.3,Himachal Pradesh,2012,5b0558d45cfe9b8414e39a20
