Annual Total,April,August,December,District,February,January,July,June,March,May,November,October,September,State,Year,_id
654.6,0,59.4,0,Mainpuri,14.8,11,376.1,16.4,44.5,16.2,0,0,116.2,Uttar Pradesh,2005,585303b822758b3124d10db6
"",0,83.4,,Mainpuri,0,0,271.5,,,0,3.2,,2,Uttar Pradesh,2006,585303b822758b3124d10db7
"",,,0,Mainpuri,,,,,,,,0,1.1,Uttar Pradesh,2007,585303b822758b3124d10db8
"",,367.8,0,Mainpuri,,,436,236,,57.2,0,0,91.2,Uttar Pradesh,2008,585303b822758b3124d10db9
"",,220.4,1.2,Mainpuri,0.7,0,85.9,0,,11.5,18.3,87.8,115.6,Uttar Pradesh,2009,585303b822758b3124d10dba
435.4,0,131.4,1.9,Mainpuri,8.5,2.3,89,19.4,0,10.5,15.7,0,156.7,Uttar Pradesh,2010,585303b822758b3124d10dbb
620.9,5,215.3,0,Mainpuri,5.5,0,226.6,120.7,2,4,0,0,41.8,Uttar Pradesh,2011,585303b822758b3124d10dbc
396.2,7.4,137.8,0,Mainpuri,0,13.1,176.4,21.4,0,0,0,0,40.1,Uttar Pradesh,2012,585303b822758b3124d10dbd
795.5,0,242.1,14.5,Mainpuri,33,16.2,188,192.6,0,0,0,66.1,43,Uttar Pradesh,2013,585303b822758b3124d10dbe
275.1,2.7,34.7,9.4,Mainpuri,12.3,44.6,101.8,15.2,14.6,0,0,0.5,39.3,Uttar Pradesh,2014,585303b822758b3124d10dbf
487.1,7.7,220.3,0,Mathura,0,8,20.2,49.7,0,22,0,151,8.2,Uttar Pradesh,2004,585303b822758b3124d10dc0
808.5,2,78.8,0,Mathura,11.2,0,576.3,7.8,36.3,1,0,0,95.1,Uttar Pradesh,2005,585303b822758b3124d10dc1
319.2,0,20.3,5,Mathura,0,0,255,6,1.4,5,0,0,26.5,Uttar Pradesh,2006,585303b822758b3124d10dc2
279.6,0,63.9,0,Mathura,16.5,0,113.8,21.4,33,0,0,0,31,Uttar Pradesh,2007,585303b822758b3124d10dc3
"",15.3,260.8,0,Mathura,,,275.1,114.3,0,34.5,0,0,131.1,Uttar Pradesh,2008,585303b822758b3124d10dc4
410.8,0,152.4,6,Mathura,0,0,100.6,10,0,20,27,17,77.8,Uttar Pradesh,2009,585303b822758b3124d10dc5
684.7,3,280.3,1,Mathura,14.5,1.5,122.7,36,0,19,19,0,187.7,Uttar Pradesh,2010,585303b822758b3124d10dc6
525.2,3,180.8,0,Mathura,17,0,173.2,3,0,10,0,0,138.2,Uttar Pradesh,2011,585303b822758b3124d10dc7
542.6,1.5,240.2,0,Mathura,0,0.5,186.9,1,0,0,0,0,112.5,Uttar Pradesh,2012,585303b822758b3124d10dc8
435.8,0,138.3,1,Mathura,49,6,135.4,35.8,0,0,0,34.3,36,Uttar Pradesh,2013,585303b822758b3124d10dc9
270.2,5,58.4,0,Mathura,17.5,10.5,68.8,20.1,20.5,10,0,0,59.4,Uttar Pradesh,2014,585303b822758b3124d10dca
"",,226.5,,Mau,,22,299.6,266.1,,19,,51.4,47.6,Uttar Pradesh,2004,585303b822758b3124d10dcb
"",,666.1,0,Mau,,,498.5,27.2,,5,0,0,43.1,Uttar Pradesh,2005,585303b822758b3124d10dcc
"",42,147.6,,Mau,0,0,101,191.8,,30,0,0,73,Uttar Pradesh,2006,585303b822758b3124d10dcd
"",,,,Mau,,,,,,,,7.5,59.9,Uttar Pradesh,2007,585303b822758b3124d10dce
"",,229.5,,Mau,,,355.5,216.1,,,,,30,Uttar Pradesh,2008,585303b822758b3124d10dcf
"",,154.5,0,Mau,,,76.3,1.3,,,0,12.1,79,Uttar Pradesh,2009,585303b822758b3124d10dd0
432.2,0,119.8,0,Mau,4,5,114.9,17.5,0,13,0,15,143,Uttar Pradesh,2010,585303b822758b3124d10dd1
654.3,6.5,241.5,0,Mau,4,0,102.5,216.9,2.5,10.7,0,0,69.7,Uttar Pradesh,2011,585303b822758b3124d10dd2
548.2,5,120,0,Mau,0,15,193.5,8.5,10,0,0,0.3,195.9,Uttar Pradesh,2012,585303b822758b3124d10dd3
674.9,22.6,122,0,Mau,26,0,74.3,214.5,0,2,0,139.5,74,Uttar Pradesh,2013,585303b822758b3124d10dd4
553.5,0,113.5,0,Mau,20,25,134.5,53,19.3,8.5,0,92.7,87,Uttar Pradesh,2014,585303b822758b3124d10dd5
722.3,44.3,348.7,0,Meerut,0,26,36.4,32,0,67.9,50,82.7,34.3,Uttar Pradesh,2004,585303b822758b3124d10dd6
"",0,64.9,,Meerut,39,0,149.4,69,6,21.4,0,0,289.7,Uttar Pradesh,2005,585303b822758b3124d10dd7
352.7,0.4,16,0,Meerut,0,0,145.3,16.5,58.9,19.1,0,2,94.5,Uttar Pradesh,2006,585303b822758b3124d10dd8
"",0,109.4,0,Meerut,60.1,1.5,70.9,92,20.9,1.9,,0,17,Uttar Pradesh,2007,585303b822758b3124d10dd9
437.4,1.2,95.7,0,Meerut,0,0.4,190.6,58.7,0,47.2,7,0,36.6,Uttar Pradesh,2008,585303b822758b3124d10dda
223.7,0,51.2,0.7,Meerut,1.4,2.2,99.8,5.1,0,2,1.3,0,60,Uttar Pradesh,2009,585303b822758b3124d10ddb
701.9,1.7,188.7,5.7,Meerut,17.2,9,240,18.5,0,0,0.4,6.2,214.5,Uttar Pradesh,2010,585303b822758b3124d10ddc
556.2,3.1,172.6,0,Meerut,15.8,0,206.3,93.7,2.7,35.6,0,0,26.4,Uttar Pradesh,2011,585303b822758b3124d10ddd
395.4,20.9,189.3,12.7,Meerut,0,14.5,68.4,0.3,17.4,0,1,0.7,70.2,Uttar Pradesh,2012,585303b822758b3124d10dde
923.8,2.1,313.8,2.4,Meerut,100.4,34.7,143.8,157.8,5.7,20.6,1.1,60.5,80.9,Uttar Pradesh,2013,585303b822758b3124d10ddf
467,4.4,28.4,3.8,Meerut,42.1,69.3,113.8,29.2,36.7,28.2,0,1.4,109.7,Uttar Pradesh,2014,585303b822758b3124d10de0
792.8,6,318.5,0,Mirzapur,0,25,177.7,192.4,0,10.5,0,16.2,46.5,Uttar Pradesh,2004,585303b822758b3124d10de1
816.7,0,293.3,29,Mirzapur,43,23,297.5,22.9,18,0,0,4,86,Uttar Pradesh,2005,585303b822758b3124d10de2
812.4,43,267.1,0,Mirzapur,0,0,319.5,93.8,26,21,0,6.5,35.5,Uttar Pradesh,2006,585303b822758b3124d10de3
"",0,124.4,,Mirzapur,65,0,276.8,73.3,38,17.2,,2.9,154.3,Uttar Pradesh,2007,585303b822758b3124d10de4
"",,327.8,,Mirzapur,,,455.1,316.2,,,,0,22.3,Uttar Pradesh,2008,585303b822758b3124d10de5
"",,42.9,0,Mirzapur,,,170.4,2.4,,,18.5,37.9,91.7,Uttar Pradesh,2009,585303b822758b3124d10de6
655.7,0,245.2,0,Mirzapur,14.5,0,143.7,0,0,0,0.3,12,240,Uttar Pradesh,2010,585303b822758b3124d10de7
918,0,317,0,Mirzapur,0.4,0,109.3,163.3,0,0,0,6.7,321.3,Uttar Pradesh,2011,585303b822758b3124d10de8
1091.9,18,283.8,0,Mirzapur,0,12.5,285.2,7.3,0,0,0,2.3,482.8,Uttar Pradesh,2012,585303b822758b3124d10de9
1043.3,8.5,328.9,0,Mirzapur,66.5,0,223.5,197.8,9.5,0,0,143.7,64.9,Uttar Pradesh,2013,585303b822758b3124d10dea
707.5,0,148.3,1.5,Mirzapur,36,45.3,241.2,52.5,7,20.5,0,58.3,96.9,Uttar Pradesh,2014,585303b822758b3124d10deb
904.5,41.5,332.3,0,Moradabad,0,20.7,194.9,92.1,0,52.9,0,50.8,119.3,Uttar Pradesh,2004,585303b822758b3124d10dec
1077.5,0.5,64.9,0.2,Moradabad,27.2,51.2,384.8,68.5,55.1,1.6,0,0,423.5,Uttar Pradesh,2005,585303b822758b3124d10ded
596.3,0,90.9,9.2,Moradabad,0,0.2,251,56.4,10.2,17.4,0,42.9,118.1,Uttar Pradesh,2006,585303b822758b3124d10dee
"",0,339,,Moradabad,66.5,0,216.5,112.8,57.4,10.6,,0,192.5,Uttar Pradesh,2007,585303b822758b3124d10def
"",0,315.6,0,Moradabad,,,173.1,365.2,0,13.4,7.4,2,58.8,Uttar Pradesh,2008,585303b822758b3124d10df0
694.2,39.6,195.9,0,Moradabad,10.8,0,145.6,13.3,4,5.7,4.6,103.5,171.2,Uttar Pradesh,2009,585303b822758b3124d10df1
1530.4,0,450.9,8.7,Moradabad,13,0.2,555.1,18.7,1.3,45.7,0.2,0.5,436.1,Uttar Pradesh,2010,585303b822758b3124d10df2
1169.8,5.9,518.6,0,Moradabad,22.4,2.1,242.7,193.6,6.2,43.4,0,0.6,134.3,Uttar Pradesh,2011,585303b822758b3124d10df3
655.5,6.4,288.6,3.7,Moradabad,1.4,19.3,190.4,4.2,3,1.1,0.2,0,137.2,Uttar Pradesh,2012,585303b822758b3124d10df4
1205.7,3,311.8,9.4,Moradabad,60.5,13.3,340.6,364.3,8.1,0.5,2.7,37.1,54.4,Uttar Pradesh,2013,585303b822758b3124d10df5
738.5,9.3,89.3,33.8,Moradabad,58.2,33.2,285.2,13.4,52.2,6.6,0,30.5,126.8,Uttar Pradesh,2014,585303b822758b3124d10df6
408.4,19.5,156.4,0,Muzaffarnagar,0.9,21.1,54.7,39.9,0,42.8,0,43.7,29.4,Uttar Pradesh,2004,585303b822758b3124d10df7
929.3,0,31.1,0,Muzaffarnagar,33.3,21.5,279.3,112,25.4,0,0,0,426.7,Uttar Pradesh,2005,585303b822758b3124d10df8
454.8,0,38.3,2.5,Muzaffarnagar,0,1.5,239.8,37.6,30.5,14.7,0,31.4,58.5,Uttar Pradesh,2006,585303b822758b3124d10df9
"",0,82.7,,Muzaffarnagar,49.5,1.3,101.3,98.1,18.3,18.9,,0,113.8,Uttar Pradesh,2007,585303b822758b3124d10dfa
"",,111.8,0,Muzaffarnagar,,,76.4,,,,10.7,0,46.7,Uttar Pradesh,2008,585303b822758b3124d10dfb
282.9,12.2,28.1,0,Muzaffarnagar,30.6,10.4,81.8,1.9,1.4,3,0,0,113.5,Uttar Pradesh,2009,585303b822758b3124d10dfc
560.4,0,186.1,0,Muzaffarnagar,7.5,3.9,189.5,17.1,0,9,1,0,146.3,Uttar Pradesh,2010,585303b822758b3124d10dfd
434.2,1.5,105,0,Muzaffarnagar,9.2,0,142.7,76,11.1,37.1,0,0,51.6,Uttar Pradesh,2011,585303b822758b3124d10dfe
509.1,8.9,217.7,20.6,Muzaffarnagar,0.3,11.6,191.3,0,7.7,1.1,1.3,0.2,48.4,Uttar Pradesh,2012,585303b822758b3124d10dff
1063.7,0.9,385.5,11.5,Muzaffarnagar,137.8,57.6,95,219.1,6.8,11,4.8,66.4,67.3,Uttar Pradesh,2013,585303b822758b3124d10e00
510.4,18.2,64.8,10.7,Muzaffarnagar,58.5,45.8,149.9,19.1,21.4,30.2,0,12.2,79.6,Uttar Pradesh,2014,585303b822758b3124d10e01
"",26.7,56.2,,Pilibhit,0,,152.9,92.3,,10,0,41.3,197,Uttar Pradesh,2004,585303b822758b3124d10e02
"",,149.1,0,Pilibhit,15.5,13.1,224.7,27.3,2.6,9.9,0.4,0,237.4,Uttar Pradesh,2005,585303b822758b3124d10e03
"",0,53.1,0,Pilibhit,0,0,138.4,82,,38.7,0,0,31.2,Uttar Pradesh,2006,585303b822758b3124d10e04
"",0,142.6,,Pilibhit,28.1,0,246.8,62,0,8.8,,4.8,72,Uttar Pradesh,2007,585303b822758b3124d10e05
"",1.3,77.2,,Pilibhit,0,,148,67.2,,6.6,,0,51.2,Uttar Pradesh,2008,585303b822758b3124d10e06
"",,295.2,1.3,Pilibhit,,,127.9,19.1,,,9.1,145.6,205.8,Uttar Pradesh,2009,585303b822758b3124d10e07
1146.9,0,400.8,0,Pilibhit,26.5,1.8,398,25,0,19.6,0,0,275.2,Uttar Pradesh,2010,585303b822758b3124d10e08
1037.2,6.1,349.5,0,Pilibhit,0.7,0,333.1,111.9,2,85.1,0,0,148.8,Uttar Pradesh,2011,585303b822758b3124d10e09
782.3,8.9,225.9,0,Pilibhit,0,17.2,276.8,16.1,0.8,0,0,0,236.6,Uttar Pradesh,2012,585303b822758b3124d10e0a
851.5,0,211.6,8.5,Pilibhit,49.2,26.4,218,251.3,1,0,0,33.9,51.6,Uttar Pradesh,2013,585303b822758b3124d10e0b
484.2,5,108.8,11,Pilibhit,11.3,19.4,185.8,54.8,18.8,1.7,0,20.5,47.1,Uttar Pradesh,2014,585303b822758b3124d10e0c
443.1,6,97,0,Pratapgarh,0,7,84.5,177.2,0,0,0,6.2,65.2,Uttar Pradesh,2004,585303b822758b3124d10e0d
562.1,0,190.3,0,Pratapgarh,20,0,184.9,10.7,24.1,5,0,7.6,119.5,Uttar Pradesh,2005,585303b822758b3124d10e0e
712.8,3,165,0,Pratapgarh,0,0,436,33.5,11,21.9,2.3,9.4,30.7,Uttar Pradesh,2006,585303b822758b3124d10e0f
"",0,136.1,,Pratapgarh,51.4,0,228.6,73.4,31.1,3,,8.7,125.9,Uttar Pradesh,2007,585303b822758b3124d10e10
"",,210.7,,Pratapgarh,,,436.5,197.9,0,25.1,0,15.7,66.3,Uttar Pradesh,2008,585303b822758b3124d10e11
648,0,89.3,6.3,Pratapgarh,0,0.8,319.6,0,0,26,12,82.7,111.3,Uttar Pradesh,2009,585303b822758b3124d10e12
717.8,0,228.6,0,Pratapgarh,23.6,6.7,249.3,0,0,26,12,3.3,168.3,Uttar Pradesh,2010,585303b822758b3124d10e13
825.5,0,194.4,0,Pratapgarh,12.5,0,179.2,159.6,0,35.3,0,0,244.5,Uttar Pradesh,2011,585303b822758b3124d10e14
750,1,166.6,0,Pratapgarh,2,32.3,305.6,23,0,0,0,0.8,218.7,Uttar Pradesh,2012,585303b822758b3124d10e15
1269.3,1,293.9,2.7,Pratapgarh,93.7,2,241,433.2,4.7,0,0,102.9,94.2,Uttar Pradesh,2013,585303b822758b3124d10e16
784.2,6,134.3,2,Pratapgarh,20.8,69.3,249.7,44.3,41.8,15.3,0,134.7,66,Uttar Pradesh,2014,585303b822758b3124d10e17
827.8,25,154.9,0,Raebareilly,0,40,153.3,243.1,0,5,0,17.3,189.2,Uttar Pradesh,2004,585303b822758b3124d10e18
638.4,0,87.1,2.1,Raebareilly,1.1,8.8,302.6,40.4,9.7,9.2,0,0,177.4,Uttar Pradesh,2005,585303b822758b3124d10e19
634.9,54.8,158.2,0,Raebareilly,0,0,338.2,49,0,8.3,0,4.7,21.7,Uttar Pradesh,2006,585303b822758b3124d10e1a
"",0,215.8,,Raebareilly,29.3,0,226.9,38.3,12.2,18,,12,135.5,Uttar Pradesh,2007,585303b822758b3124d10e1b
"",3.1,185.8,0,Raebareilly,0,,230.3,120.3,0,11,0,0,92.3,Uttar Pradesh,2008,585303b822758b3124d10e1c
339.8,0,100.4,8.3,Raebareilly,1,0,128.8,0,0,1,11,20.7,68.6,Uttar Pradesh,2009,585303b822758b3124d10e1d
346.5,0,137.2,0,Raebareilly,9.8,3.8,85.6,3.9,0,30,2,0.6,73.6,Uttar Pradesh,2010,585303b822758b3124d10e1e
477.1,1,136.5,0,Raebareilly,0.3,0,123.4,80.2,0,1.8,0,0,133.9,Uttar Pradesh,2011,585303b822758b3124d10e1f
583.7,0.3,171.6,0,Raebareilly,6.8,23.4,237.9,9.4,1.5,0,0,0,132.8,Uttar Pradesh,2012,585303b822758b3124d10e20
919.9,0.9,133.3,1.1,Raebareilly,51.3,0,253,380.1,2.3,0,0.1,63.3,34.5,Uttar Pradesh,2013,585303b822758b3124d10e21
530,0.4,55.1,7.8,Raebareilly,10.1,27.9,276.8,24.7,6.2,2,0,42.7,76.3,Uttar Pradesh,2014,585303b822758b3124d10e22
"",,135.2,,Rampur,0,,65.4,84.1,,,,,79.3,Uttar Pradesh,2004,585303b822758b3124d10e23
"",,44.8,,Rampur,30.5,1.9,200.7,22.5,17.8,,,,216.3,Uttar Pradesh,2005,585303b822758b3124d10e24
"",,55.5,,Rampur,,,105.6,5.3,,,,,92.7,Uttar Pradesh,2006,585303b822758b3124d10e25
"",,,,Rampur,,,,66.2,,,,1.3,,Uttar Pradesh,2007,585303b822758b3124d10e26
"",,215.4,,Rampur,,,115.5,,0,0,,4.7,52.4,Uttar Pradesh,2008,585303b822758b3124d10e27
384.4,,160.5,0,Rampur,,,66.1,2.7,,,14.7,44.7,95.7,Uttar Pradesh,2009,585303b822758b3124d10e28
857.5,0,293.1,0,Rampur,11.3,2.2,242.2,7.7,1.2,0.8,0,0,299,Uttar Pradesh,2010,585303b822758b3124d10e29
579.2,1.8,221.1,0,Rampur,22.6,4.2,130.5,107.9,12.3,29.3,0,0,49.5,Uttar Pradesh,2011,585303b822758b3124d10e2a
380,6.2,169.1,0,Rampur,0,15.1,111,0,3.2,0,0,0,75.4,Uttar Pradesh,2012,585303b822758b3124d10e2b
762.3,4.4,226.1,5.8,Rampur,54.1,10.7,224.8,151.5,0,0,3.8,27.9,53.2,Uttar Pradesh,2013,585303b822758b3124d10e2c
526.2,6.7,79.6,37.2,Rampur,46.2,29.4,162.8,7,41.7,3.5,0,32.6,79.5,Uttar Pradesh,2014,585303b822758b3124d10e2d
932.6,35.8,461.6,1.7,Saharanpur,4.4,82.8,91.5,68.9,0,70.9,17.5,49.2,48.3,Uttar Pradesh,2004,585303b822758b3124d10e2e
1226.1,0,93.2,0,Saharanpur,31.4,27.5,439.7,97.9,62.2,0.1,0,0,474.1,Uttar Pradesh,2005,585303b822758b3124d10e2f
595.8,0,40.7,3.2,Saharanpur,0,3,279.6,62.7,106.5,57.3,0.8,9.7,32.3,Uttar Pradesh,2006,585303b822758b3124d10e30
"",2.8,324.6,,Saharanpur,124.4,0.7,182.9,149,74.4,11.5,,0,35.8,Uttar Pradesh,2007,585303b822758b3124d10e31
"",,225.1,,Saharanpur,,,196.8,313.6,0,,8.3,,24.6,Uttar Pradesh,2008,585303b822758b3124d10e32
"",,193.9,0,Saharanpur,,,142.2,0,,,0,0,218.9,Uttar Pradesh,2009,585303b822758b3124d10e33
1223.9,0,285.3,1,Saharanpur,20,8.3,462,28.3,0,19.3,0,0,399.7,Uttar Pradesh,2010,585303b822758b3124d10e34
887.6,9,154.9,0,Saharanpur,32.7,0,191.7,295.7,13.3,64,0,0,126.3,Uttar Pradesh,2011,585303b822758b3124d10e35
713.3,18.3,349.6,8.8,Saharanpur,1.7,10.3,153,4,3.3,2,0,0,162.3,Uttar Pradesh,2012,585303b822758b3124d10e36
1541.9,0,434.7,24.7,Saharanpur,163.1,93.4,376,311,0,0,0,72,67,Uttar Pradesh,2013,585303b822758b3124d10e37
567.6,9.4,67.3,22,Saharanpur,52.2,65,147,20,32.3,12.7,0,32.7,107,Uttar Pradesh,2014,585303b822758b3124d10e38
"",0,187,,Sahuji Maharaj Nagar,0,0,139,223,0,0,0,34,128,Uttar Pradesh,2004,585303b822758b3124d10e39
"",0,,0,Sahuji Maharaj Nagar,,,67,155,,26,0,0,,Uttar Pradesh,2005,585303b822758b3124d10e3a
595.2,0,231.8,0,Sahuji Maharaj Nagar,0,0,302.8,39,0,0,0,9,12.6,Uttar Pradesh,2006,585303b822758b3124d10e3b
"",2.1,71,,Sahuji Maharaj Nagar,42,0,144,45,0,0,,,,Uttar Pradesh,2007,585303b822758b3124d10e3c
"",,,,Sahuji Maharaj Nagar,,,420.5,166.5,,,5,0,53,Uttar Pradesh,2008,585303b822758b3124d10e3d
"",,162.5,26,Sahuji Maharaj Nagar,0,0,66,0,,29,39,26,136,Uttar Pradesh,2009,585303b822758b3124d10e3e
424.5,0,121,0,Sahuji Maharaj Nagar,23,0,127.5,25,0,0,3,15,110,Uttar Pradesh,2010,585303b822758b3124d10e3f
1050.2,0,306,0,Sahuji Maharaj Nagar,5.5,0,204.5,259.2,0,23,0,0,252,Uttar Pradesh,2011,585303b822758b3124d10e40
1037.5,12,324,0,Sahuji Maharaj Nagar,0,32,467,0,0,0,0,0,202.5,Uttar Pradesh,2012,585303b822758b3124d10e41
1318.3,3,393.5,0,Sahuji Maharaj Nagar,77.1,0,387.9,263.3,1,0,0,103,89.5,Uttar Pradesh,2013,585303b822758b3124d10e42
665.9,0,120.8,2.2,Sahuji Maharaj Nagar,45,90.3,153.5,14.5,14,5.1,0,75.5,145,Uttar Pradesh,2014,585303b822758b3124d10e43
"",,,,Sant Kabir Nagar,,,,,,,,,,Uttar Pradesh,2004,585303b822758b3124d10e44
"",,,,Sant Kabir Nagar,,,,,,,,,,Uttar Pradesh,2005,585303b822758b3124d10e45
"",,,,Sant Kabir Nagar,,,,,,,,,,Uttar Pradesh,2006,585303b822758b3124d10e46
"",,,,Sant Kabir Nagar,,,,,,,,,,Uttar Pradesh,2007,585303b822758b3124d10e47
"",,,,Sant Kabir Nagar,,,,,,,,,,Uttar Pradesh,2008,585303b822758b3124d10e48
"",,,,Sant Kabir Nagar,,,,,,,,,,Uttar Pradesh,2009,585303b822758b3124d10e49
"",0,360,0,Sant Kabir Nagar,,,104,84,0,0,0,59,461,Uttar Pradesh,2010,585303b822758b3124d10e4a
906,0,326,0,Sant Kabir Nagar,29,3,199,84,20,76,0,0,169,Uttar Pradesh,2011,585303b822758b3124d10e4b
1141,6,289,0,Sant Kabir Nagar,23,44,418,43,24,0,0,0,294,Uttar Pradesh,2012,585303b822758b3124d10e4c
1115,18,260,0,Sant Kabir Nagar,29,0,129,460,0,6,0,143,70,Uttar Pradesh,2013,585303b822758b3124d10e4d
866.5,0,240,6,Sant Kabir Nagar,16,28,268,43.5,6.5,8.5,0,136,114,Uttar Pradesh,2014,585303b822758b3124d10e4e
"",8,104.6,0,Sant Ravidas Nagar,0,21,176.4,162,0,32.8,,16,23.2,Uttar Pradesh,2004,585303b822758b3124d10e4f
"",0,256,0,Sant Ravidas Nagar,12.7,14,331.6,2,0,0,0,0,,Uttar Pradesh,2005,585303b822758b3124d10e50
682,26,246,0,Sant Ravidas Nagar,0,0,319,32,0,16,0,11,32,Uttar Pradesh,2006,585303b822758b3124d10e51
"",0,156.3,,Sant Ravidas Nagar,3,0,177,121.8,16,0,,,179,Uttar Pradesh,2007,585303b822758b3124d10e52
"",,409,,Sant Ravidas Nagar,,,307.5,682.6,,,,0,12,Uttar Pradesh,2008,585303b822758b3124d10e53
"",,124,0,Sant Ravidas Nagar,,,272.5,66,,,0,43,105,Uttar Pradesh,2009,585303b822758b3124d10e54
519.1,0,146,0,Sant Ravidas Nagar,0,0,133.3,0,0,0,12.5,48,179.3,Uttar Pradesh,2010,585303b822758b3124d10e55
688,0,195,0,Sant Ravidas Nagar,0,0,33.5,213,0,0,0,0,246.5,Uttar Pradesh,2011,585303b822758b3124d10e56
1117,0,215,0,Sant Ravidas Nagar,0,35,436,0,0,0,0,0,431,Uttar Pradesh,2012,585303b822758b3124d10e57
836,0,268,0,Sant Ravidas Nagar,40,0,176,142,8,0,0,191,11,Uttar Pradesh,2013,585303b822758b3124d10e58
751.3,0,95,0,Sant Ravidas Nagar,38.7,84.6,288,43,12,3,0,117,70,Uttar Pradesh,2014,585303b822758b3124d10e59
678.5,3,79.5,0,Shahjahanpur,0,20,128.8,138.3,0,11.7,0.1,78.4,218.7,Uttar Pradesh,2004,585303b822758b3124d10e5a
694.3,0,79.4,3,Shahjahanpur,3,25.6,232,112.3,23,4,6.9,6.9,198.2,Uttar Pradesh,2005,585303b822758b3124d10e5b
603.5,16.7,31.9,4.9,Shahjahanpur,0,0,195.1,199,22.1,76.5,0,16.8,40.5,Uttar Pradesh,2006,585303b822758b3124d10e5c
"",0,153.1,,Shahjahanpur,91,0,289.5,163.7,51.8,34.3,,0,24.8,Uttar Pradesh,2007,585303b822758b3124d10e5d
"",1.2,391.5,0,Shahjahanpur,,,367.3,214.4,0,3.7,0,29.7,184.7,Uttar Pradesh,2008,585303b822758b3124d10e5e
856.5,1.5,273.2,4.7,Shahjahanpur,0.5,0,151.5,70.6,0,11.7,12.1,130.2,200.5,Uttar Pradesh,2009,585303b822758b3124d10e5f
1027.1,0,285.8,1,Shahjahanpur,7.7,2.3,355.5,13,3.8,9.2,4.7,0,344.1,Uttar Pradesh,2010,585303b822758b3124d10e60
750,2.9,257.3,0,Shahjahanpur,10.2,1.7,233.8,130.7,3,28.9,0,0,81.5,Uttar Pradesh,2011,585303b822758b3124d10e61
879.5,7.5,316.8,0.9,Shahjahanpur,0,33.8,279.7,1.1,0,0,0,2.1,237.6,Uttar Pradesh,2012,585303b822758b3124d10e62
1125.2,2.7,240.1,8.7,Shahjahanpur,69.7,31.2,388.2,271.3,1.7,0,11.1,33.1,67.4,Uttar Pradesh,2013,585303b822758b3124d10e63
540.6,3.5,71.6,8.3,Shahjahanpur,21.4,37.8,259.3,22.9,16.6,3.6,0,25.6,70,Uttar Pradesh,2014,585303b822758b3124d10e64
"",0,115.3,0,Shrawasti,0,22.2,559.4,208.7,,74.2,0,66.6,173.5,Uttar Pradesh,2004,585303b822758b3124d10e65
"",,208.6,,Shrawasti,11.1,41.4,438.4,101,0,,,0,274.8,Uttar Pradesh,2005,585303b822758b3124d10e66
"",,334.6,,Shrawasti,,,336.6,250.2,,,,0,89.8,Uttar Pradesh,2006,585303b822758b3124d10e67
"",,387.4,,Shrawasti,,,428.6,103,,,,0,193.2,Uttar Pradesh,2007,585303b822758b3124d10e68
"",,205,0,Shrawasti,,,396.8,123,,,,116.8,186.9,Uttar Pradesh,2008,585303b822758b3124d10e69
"",,383.7,0,Shrawasti,,,209.6,155.6,,,0,109.6,223.4,Uttar Pradesh,2009,585303b822758b3124d10e6a
1032.2,0,395.3,0,Shrawasti,1.4,0,407.4,70,0,2,0,0.5,155.6,Uttar Pradesh,2010,585303b822758b3124d10e6b
1152.8,8.8,318.7,0,Shrawasti,0,0,467.7,123.6,5.4,43.8,0,0,184.8,Uttar Pradesh,2011,585303b822758b3124d10e6c
1310.7,0,546.7,0,Shrawasti,20,13,353.6,112.2,4,0,0,0,261.2,Uttar Pradesh,2012,585303b822758b3124d10e6d
"",,,,Shrawasti,,,,,,,,,,Uttar Pradesh,2013,585303b822758b3124d10e6e
"",,312.7,,Shrawasti,0,,707.4,70.6,0,,,69.8,168,Uttar Pradesh,2014,585303b822758b3124d10e6f
"",14,179.2,,Siddharth Nagar,,2,531,236.7,0,58,0,45.6,67.2,Uttar Pradesh,2004,585303b822758b3124d10e70
"",,348.6,,Siddharth Nagar,,,516.5,24.4,,,0,35.7,171.4,Uttar Pradesh,2005,585303b822758b3124d10e71
"",,259.7,,Siddharth Nagar,,,199.9,320.3,,,,1,114.6,Uttar Pradesh,2006,585303b822758b3124d10e72
"",,255,,Siddharth Nagar,0,,529,75.8,25.2,41,,0,206.3,Uttar Pradesh,2007,585303b822758b3124d10e73
"",,289.3,,Siddharth Nagar,,,563.6,530,,,0,20,92,Uttar Pradesh,2008,585303b822758b3124d10e74
"",,371.2,0,Siddharth Nagar,,,339,37.2,,,0,52.8,111.6,Uttar Pradesh,2009,585303b822758b3124d10e75
928.2,0,402.7,0,Siddharth Nagar,6.5,2,216.5,40.2,0,0,0,10,250.3,Uttar Pradesh,2010,585303b822758b3124d10e76
995.3,4,282.7,0,Siddharth Nagar,13,0,369.1,113.4,1,45.5,0,0,166.6,Uttar Pradesh,2011,585303b822758b3124d10e77
1228.4,0,272,0,Siddharth Nagar,36,48,573.4,39.3,15,0,0,0,244.7,Uttar Pradesh,2012,585303b822758b3124d10e78
1402.9,7.5,323.5,0,Siddharth Nagar,20,4,252.5,622.5,0,0,0,55.6,117.3,Uttar Pradesh,2013,585303b822758b3124d10e79
961.5,0,280.6,0,Siddharth Nagar,3,4,199.3,130.5,0,11,0,135.9,197.2,Uttar Pradesh,2014,585303b822758b3124d10e7a
